problem,arm,point_id,decision,normalized_objectives
zdt1,random,9,"[0.27123278828153885,0.5594258308421224,0.3946424371770816,0.9972539134028034,0.8591873633248587,0.2607601286645378,0.00789456582941972,0.1272094546750091,0.13483969231603166,0.5693001485384809,0.32876655673124167,0.4566709121804208,0.4452773339005224,0.4432873067438571,0.3772862090096146,0.647947722802782,0.0010961133853032434,0.36852262176481254,0.8853842577976647,0.052494819272240756,0.9593908641236258,0.5600274543747366,0.2094181885639378,0.03834646551153953,0.20315041527727995,0.0008012316661523133,0.766043321271373,0.11281723019182754,0.014012263991635465,0.027333432578799055]","[0.27123278828153885,3.2676267458280814]"
zdt1,random,10,"[0.3085634082327383,0.7947798276369397,0.3530883274619966,0.4826452404779953,0.06028594900195927,0.2777294181963792,0.06420569581113933,0.47748110507315844,0.6511170064500134,0.27472114856756713,0.774393707744843,0.6035336566280886,0.24536602860741152,0.1469289955935298,0.707678945372275,0.3295859794204993,0.16975178679266945,0.08463019065643884,0.8133976599479013,0.2896500098266913,0.22477742523964128,0.18617476985128,0.40885007793342143,0.0107064169648875,0.21944643207498737,0.19077313597430356,0.5881800707571644,0.7510806036461098,0.22837247606685496,0.35819735590563606]","[0.3085634082327383,3.1842044494726323]"
zdt1,random,11,"[0.3449494352307664,0.34586428569881,0.30858798305344115,0.023117671368289905,0.5186860262185912,0.7640624417971308,0.347811037572505,0.4472229791910035,0.09538540774701365,0.10451016610968222,0.1564372657612899,0.7126186450189392,0.9403490791387714,0.08682481926431851,0.06408814045599087,0.1914487160975339,0.22867874407444155,0.37589358383390237,0.9264026048567348,0.6069867875687075,0.42355995656021483,0.0461549462098938,0.01410170225945273,0.858766732763876,0.5656916268365266,0.05630878724072175,0.5429351747548102,0.3290169210692082,0.25498645749865,0.3352027299231214]","[0.3449494352307664,3.0923213415914272]"
zdt1,random,12,"[0.38501415779819814,0.3705975937189365,0.3414424101716822,0.590317080481211,0.09171994268120975,0.15286057240514395,0.8365162150312246,0.19867793636748843,0.05761599175470222,0.5160797999140585,0.4720513564164972,0.1805879255567866,0.19920939140825478,0.04164808395145936,0.6289327940745524,0.6388970072097335,0.6604697654066576,0.21643331541165645,0.582380269372343,0.47236413417918066,0.5569422332199078,0.9156640094883927,0.10630294134722329,0.640552380450872,0.6866870322707034,0.32085301378778586,0.16455306289408922,0.10748455012866254,0.009767556108604358,0.06227262929006361]","[0.38501415779819814,3.0625752501236327]"
zdt1,random,13,"[0.4226775291353293,0.18217598958457037,0.03226901878975541,0.3757916290249885,0.5903173310189666,0.2963866555018376,0.11545674632447211,0.03394781244150624,0.3556906447154362,0.7213255280075757,0.24791492842183116,0.3291042165631456,0.5740986596622049,0.3964624805508702,0.3219515506231835,0.05388799054387261,0.4542790623029054,0.024580245123733357,0.6126841828100231,0.549654301963988,0.3997062946323129,0.889274020780589,0.21723888156924986,0.32339182035581593,0.8077418093162432,0.5310916103486044,0.46402526083852447,0.43275349632314686,0.28957420737691475,0.2759763690543211]","[0.4226775291353293,3.021368244258698]"
zdt1,random,14,"[0.44854531294668076,0.5342654345820884,0.6411015140449141,0.2739792454005652,0.7134410417566327,0.684421657724244,0.4619335216146576,0.5219473231094219,0.3319958817432118,0.8599019440505433,0.4261796378463365,0.10017257604507679,0.17482992832368882,0.035341663491903375,0.956317420924315,0.07706526132239999,0.04806002488415284,0.5978709209925389,0.2404679186845634,0.42869732633766233,0.4463067368901905,0.25562048638051926,0.16837622943050135,0.574228476021252,0.06131906700109657,0.38155632220080005,0.17183734269592876,0.13255737553421143,0.4253988180204762,0.1532283100517453]","[0.44854531294668076,2.9750395187013425]"
zdt1,random,15,"[0.4648437293348623,0.541891398278202,0.6216717502796156,0.050310721466465425,0.49839958412104124,0.057769123547017576,0.6720154240532717,0.1676975449581063,0.30974483393252994,0.4493421819322141,0.5186597587581935,0.14551921891663822,0.23580544664784076,0.765511942761297,0.3307884466827451,0.28100338405609826,0.15073853516267743,0.2987868117902901,0.5145227080142901,0.2263113427142589,0.6410573320381079,0.306910595013578,0.04424323595408386,0.9172454735786316,0.01857526539800658,0.3006920146148351,0.7468419328608928,0.05129609678060054,0.1532917105615037,0.03822798987581855]","[0.4648437293348623,2.736505597254665]"
zdt1,random,16,"[0.5262181669973992,0.49190984663583204,0.12886358651619834,0.12418502961078615,0.5879676807062164,0.024034830697159615,0.6168305941638238,0.08294974298606328,0.10507801306803122,0.4029573728718021,0.36283807116739186,0.2247985210908563,0.34884847802463304,0.26623972735135926,0.49645890661090775,0.049460876653882435,0.49103503897592926,0.24986961689143883,0.6742556145697163,0.5759593925214215,0.04240451729895345,0.18474027828518524,0.2977397404859803,0.26956122507053104,0.7038316802368939,0.8944805248851708,0.41589155863726424,0.09875014278128469,0.9944433002413794,0.1489727434341911]","[0.5262181669973992,2.724657165765982]"
zdt1,random,17,"[0.556150502216327,0.7201666358044649,0.5349901007419029,0.04092380073289592,0.16802681130819852,0.09190578604979283,0.09316400079861342,0.26965099794970526,0.0759990824640856,0.49181276603432467,0.17106939800838028,0.32674852757228157,0.385741791440104,0.6010381680460005,0.41508124874966434,0.4688770243145328,0.02448373064286191,0.18171934879205798,0.18960284841085007,0.16279155917028731,0.07801166909044932,0.8764166621767809,0.6296592978796111,0.06569962011036401,0.20925946321190758,0.6633275667246594,0.0173027713643934,0.01515623999866833,0.5212895546231922,0.9446458897234136]","[0.556150502216327,2.4499482894107576]"
zdt1,random,18,"[0.8509296719814845,0.6622517039033484,0.053543456095925035,0.013477044361042911,0.17647135070851383,0.7768376467473761,0.8619163694561415,0.703198098091816,0.6988655242327582,0.40817145154740664,0.1487421028990773,0.2586125077274699,0.21000504017236266,0.25512476959405583,0.14333623514011262,0.7612191310204035,0.060225422882963286,0.19379598755462102,0.1161410954464307,0.23586058597777915,0.3629070851801145,0.30207314742806635,0.4716832257875847,0.36976665603168146,0.7618033788473068,0.3022348860659073,0.23519734169169415,0.138189269623467,0.47818376247742034,0.18792488816213704]","[0.8509296719814845,2.3183382199840583]"
zdt1,random,19,"[0.8892516493039484,0.07726104292078229,0.0763019261956005,0.8942653451340322,0.9535325690654362,0.1914309530728433,0.5925465175348956,0.19098944411384122,0.11332065957734194,0.15677637322298754,0.008157448352804852,0.1359699390058522,0.25802492478209627,0.14660737346888564,0.9830386657056055,0.6821035174338343,0.17128247661108664,0.4130229796444148,0.31104375192627665,0.18976566057423594,0.04596125338898016,0.18710789635188096,0.4210135862142471,0.059410002852664734,0.45296057428903636,0.3638437124006021,0.9534085048324104,0.4332610751830861,0.6908394819963593,0.03881597049872132]","[0.8892516493039484,2.238995279884337]"
zdt1,random,20,"[0.9015613655102058,0.22608657517283837,0.26724253035576484,0.3244495240380951,0.37387848552989045,0.7088974619063829,0.32452826973965054,0.42780693246745916,0.3895522740447569,0.1971858645506278,0.23316150812706193,0.5931316277854469,0.31308851591098363,0.3947191056481302,0.3967245419272244,0.31765897481247796,0.16396806253716456,0.9475278551992452,0.5854725201663993,0.2746495788785561,0.05699075962546907,0.029093365429582296,0.34812613265728765,0.1507872523736551,0.1956060468700619,0.5996997677073094,0.7458336221424787,0.20094595203478727,0.0008346322183151456,0.14447968999877747]","[0.9015613655102058,2.1639162276751818]"
zdt2,initial,0,"[0.00006265124319959625,0.5788643832339927,0.5754444925896557,0.6314000292968842,0.3289843473779831,0.39565607574035033,0.5376245544491438,0.916281985898558,0.33064865124953136,0.7230564161000208,0.4137013972296911,0.23906207399940727,0.6727216442329568,0.6080847814123596,0.2256930482356888,0.6361513547490325,0.02409710025134093,0.6048684672394001,0.5943472876090149,0.3491127596152648,0.23266949711750973,0.9398142916204775,0.8259027190154707,0.22002151518711444,0.8513667291962178,0.2197348464987957,0.7631427433534544,0.9210231190667808,0.9470035762551715,0.7164431071801639]","[0.00006265124319959625,5.972631273653596]"
zdt2,initial,1,"[0.0309265698221165,0.35160591586169,0.4980345571837028,0.5948634050382494,0.3475147998614748,0.04523376931877199,0.8782178840894722,0.38393476808401106,0.8013556800926598,0.42127106870646724,0.2366564244788366,0.13819280032594727,0.08351503297376317,0.465918121145538,0.5479732610106011,0.8971341333173213,0.9627769014429716,0.4452396167146768,0.5166453837835265,0.29248689594448996,0.7303540450198086,0.9352074693194582,0.91135015531985,0.14380666636901207,0.36794773487107457,0.47211501289719093,0.18953800948433897,0.16758337623138986,0.09670804540293187,0.9108712612716352]","[0.0309265698221165,5.293145853157512]"
zdt2,initial,2,"[0.06308713747300565,0.7286150969871134,0.043239342870545094,0.0866118175928855,0.7307634047692788,0.7558539106911767,0.4482501958126768,0.46411559929392177,0.9086808925295189,0.9525765640258633,0.9912026605760224,0.041651462517878546,0.05743751181522172,0.647151048653744,0.45481812422262025,0.4579553755147433,0.2515622268689457,0.6027402146487905,0.21628981902763744,0.9686652866437614,0.2610821365015249,0.6526180674275267,0.23707309334617055,0.5634243464287203,0.4692249974069467,0.20445589686587984,0.29062476734288933,0.10344513612452566,0.18711269827472476,0.5872263885003556]","[0.06308713747300565,5.146820368810673]"
zdt2,initial,3,"[0.06370078628132037,0.7047407148098213,0.02405828010407396,0.6830687618326522,0.0781390373346823,0.136410166446425,0.4451976473036169,0.12554755928769779,0.4525094616341476,0.8163852529343026,0.5116418699661429,0.1475321784250736,0.9090282320101604,0.7372993602422067,0.19326016927056522,0.3383883651537911,0.5988600121629953,0.8718270790625252,0.5996949082778957,0.14014912130918722,0.30434256231595247,0.7433428251265873,0.09758479898974648,0.09632477584419141,0.3859122554080531,0.631519767140615,0.5431831955889871,0.6177288031452294,0.744793754055913,0.6540759709523073]","[0.06370078628132037,5.136897155902361]"
zdt2,initial,4,"[0.09513986511975048,0.18144364627528364,0.6281467824462312,0.9270078571125174,0.9326111928026106,0.047320959396287665,0.34912064101876883,0.33708583428752636,0.5070229512794802,0.5185475881820355,0.12336298598558315,0.12498576422275964,0.7299645772977339,0.37810370754278866,0.9496881863111098,0.3696122662503526,0.9597219773274684,0.31107214255191573,0.44704765062623486,0.21852948162155827,0.3136925572145237,0.5896882369861635,0.17187264583740403,0.521519941332066,0.179844888289719,0.6533253275816895,0.22150995482512192,0.16789946791858623,0.8135049888410758,0.3179134551172451]","[0.09513986511975048,5.029942787723527]"
zdt2,initial,5,"[0.1810951073189453,0.4900826215106646,0.2794217454956861,0.7786822148350916,0.580050405227285,0.28905780741222264,0.19625994942197045,0.4614310120531774,0.6688414177823134,0.38604118233492735,0.22278483094105594,0.5857688711686161,0.4031683273977543,0.027798237467904108,0.09877705437363482,0.8295781515888654,0.3101265915139654,0.6876367781069077,0.03682625323250255,0.17535695510967175,0.7739836405577745,0.18020051913347912,0.001934536568215517,0.33018935249002634,0.11583217435798798,0.7062723854015583,0.6255228903690815,0.13080517424705695,0.005072647239777628,0.6148260744784778]","[0.1810951073189453,4.403978471359457]"
zdt2,mode,0,"[8.921399556605092e-11,0.023914291129205626,0.1821031679771103,0.3287245039068195,0.34904864480508735,0.0790981634159246,0.2230940356938728,0.16497533738927844,0.09261719070631463,0.414371172148129,0.15572922471605366,0.0469828094098895,0.07263575093863966,0.05277637725450853,0.11347971029171115,0.2133351192093672,0.023025629025259883,0.16481396735944814,0.12541931609531798,0.030094714412143092,0.35015293135318803,0.31214441492750966,0.02890887226662492,0.14607223116161014,0.2727702277837444,0.24910809575735288,0.22862693856953964,0.12715838169552984,0.03711809155346464,0.3151059880751288]","[8.921399556605092e-11,2.527953368663792]"
zdt2,mode,1,"[1.857187997139631e-10,0.02391429112920563,0.1821031679771103,0.3287245039068195,0.34904864480508735,0.0009593102120168395,0.22211337662289055,0.16497533738927844,0.09261719070631463,0.414371172148129,0.15572922471605366,0.0469828094098895,0.07263575093863966,0.05284246698880468,0.10029375532566026,0.2171749819453453,0.023025629025259883,0.16481396735944814,0.12541931609531798,0.017556752605309645,0.2617129154075576,0.31214441492750966,0.029411627553260572,0.13445987693338862,0.2727702277837444,0.24909366452256865,0.22862693856953964,0.12715838169552984,0.03711809155346464,0.3150971831389827]","[1.857187997139631e-10,2.4657260256044533]"
zdt2,mode,2,"[6.1836890397822336e-9,0.023614933226970336,0.17771336816469518,0.3675504104833524,0.3543960313030568,0.08271698501913499,0.21811091566454116,0.18824221254302897,0.020364157235250577,0.17859770908769565,0.1621460708857769,0.14467415534262051,0.06763543326690796,0.03977490508153925,0.23023529690424993,0.10729909746638788,0.03625999050117759,0.18778852631044785,0.08413685882859742,0.20231795170297018,0.3483983476715391,0.2917243612821818,0.03848579094680764,0.15775296429835164,0.27298492704364546,0.1246540525310671,0.0898761036565674,0.12659999113191805,0.017182299761093606,0.1844570862898453]","[6.1836890397822336e-9,2.4045247725063024]"
zdt2,mode,3,"[7.959541464101689e-9,0.021148714681771458,0.10858800409953971,0.34557257817124587,0.34874309223870137,0.06219689898716872,0.2586677759938937,0.19911296948449636,0.08634838306298798,0.1805435893654771,0.09762326888550732,0.004553267995223875,0.07267596211241606,0.04820565044535449,0.23826351860388334,0.11173178699451145,0.037917890492405903,0.20750029720260055,0.08484119803158698,0.06478123802085806,0.3689856545623481,0.2112680079035506,0.005787273419639645,0.16883376666335276,0.3068438167942925,0.2941619322807665,0.10859476747232444,0.20783186213126514,0.047648386415279714,0.0872490904010016]","[7.959541464101689e-9,2.3612408891800363]"
zdt2,mode,4,"[7.16987324389344e-7,0.14733503125288033,0.1104255559651226,0.32875343313993943,0.34932182633188913,0.060783794165282574,0.21945678943466745,0.1982984722259648,0.09067081574709443,0.27705110323572746,0.16131474611196092,0.04992239531825987,0.07348271166910694,0.050859590793153095,0.10297400166544873,0.11482636074672886,0.022850006484767198,0.18642963565813847,0.08042456466891124,0.06646054634544626,0.3482586764959963,0.21750844889547472,0.00896911156724423,0.17506720425918776,0.27431978703504556,0.1272253737408035,0.10927405423411622,0.1064259725156349,0.016401272450918936,0.24088928610892765]","[7.16987324389344e-7,2.3394422453230406]"
zdt2,random,0,"[0.0003320499943605393,0.15427262618671334,0.27566110289714785,0.6051434464665129,0.5853985458775586,0.05261708381669272,0.9887800878927416,0.5423058095467425,0.9470204965984488,0.9420679399495177,0.37950990736487034,0.8828101275586613,0.9967820116155777,0.9318824946501474,0.7795160673614391,0.44396613693394893,0.3268037467546989,0.6631651638023769,0.8560054292230925,0.10427505974400864,0.3340818335307567,0.018232864227326284,0.5259938917516399,0.028790016914638894,0.1464546210263995,0.6944027017455581,0.08719845812065108,0.908715687579162,0.44330568131905757,0.8367240542196949]","[0.0003320499943605393,5.804722320732569]"
